lid,longitude,latitude,naics_code,num_visits
1477793,-79.246241,37.381232,441120.0,13
1477796,-79.2451860889371,37.3844636406363,812910.0,1
1477797,-79.2451860889371,37.3844636406363,812910.0,11
1477807,-79.2335305,37.3936255,524113.0,10
1477839,-79.5542135,37.432556,424480.0,1
1477840,-79.5542135,37.432556,424480.0,1
1477856,-79.4321575,37.3498135,491110.0,1
1477857,-79.4321575,37.3498135,491110.0,2
1477891,-79.635805,37.16476,812111.0,2
1477892,-79.635805,37.16476,812111.0,3
1477893,-79.635805,37.16476,812111.0,5
1477935,-79.800978,37.639826,813910.0,46
1477936,-79.800978,37.639826,813910.0,14
1478076,-79.1060075,37.2732225,326211.0,2
1488043,-79.999838,37.2375945,492110.0,2
1488043,-79.999838,37.2375945,524126.0,2
1488045,-79.999838,37.2375945,492110.0,1
1488045,-79.999838,37.2375945,524126.0,1
1488101,-79.9982400422318,37.2076820505738,323111.0,8
1492188,-79.1723715,37.3903845,447110.0,1
1492236,-79.1706019518482,37.3980858725157,447110.0,1
1492236,-79.1706019518482,37.3980858725157,522390.0,1
1492237,-79.1706019518482,37.3980858725157,447110.0,1
1492237,-79.1706019518482,37.3980858725157,522390.0,1
1492315,-79.209238732787,37.3610661160779,812112.0,7
1492316,-79.2064475,37.351386,453998.0,4
1492317,-79.2064475,37.351386,453998.0,2
1492391,-79.135265,37.381514,522110.0,1
1492392,-79.135265,37.381514,522110.0,3
1494476,-79.9365045,37.2748605,722513.0,5
1979374,-79.25455,37.3728805,323111.0,2
1979375,-79.25455,37.3728805,323111.0,1
1979376,-79.25455,37.3728805,323111.0,2
1979377,-79.25455,37.3728805,323111.0,4
1979378,-79.25455,37.3728805,323111.0,2
1979379,-79.25455,37.3728805,323111.0,7
1979381,-79.25455,37.3728805,323111.0,1
1979382,-79.25455,37.3728805,323111.0,3
1979383,-79.25455,37.3728805,323111.0,3
1979646,-79.1883095,37.3185315,541213.0,1
1979696,-79.1858435,37.23087,447110.0,1
1979697,-79.1858435,37.23087,447110.0,2
1980811,-77.998119,38.464212,447110.0,1
1984218,-80.0069165,36.922636,522110.0,3
1984264,-79.6277085,36.9818865,491110.0,1
1984456,-80.6378635,37.3212535,441310.0,1
1987835,-80.4208294597506,37.2369727090852,722513.0,2
1989151,-80.758629,37.0480315,722511.0,1
1989447,-79.897837,37.2803385,491110.0,1
1990491,-81.266029,37.2542445,331110.0,2
1990491,-81.266029,37.2542445,441310.0,2
1990871,-81.177978,36.9316215,445210.0,5
1990900,-81.0917157080778,36.9546871768063,522110.0,2
1993489,-79.1368595,37.4119845,451110.0,2
1995942,-79.9961215,37.281815,812112.0,9
1995970,-80.006327,37.3138585,722513.0,2
1996005,-79.9574295,37.257058,722513.0,3
1996021,-80.032984,37.3089445,811111.0,3
2481826,-79.2486405,37.375315,524126.0,5
2481827,-79.2486405,37.375315,524126.0,2
2481828,-79.2486405,37.375315,524126.0,5
2481829,-79.2486405,37.375315,524126.0,1
2481996,-79.8906327889308,37.4025658289642,441310.0,14
2482111,-79.1759325,37.297939,238220.0,2
2487290,-80.537117,37.355192,721110.0,2
2487290,-80.537117,37.355192,722511.0,1
2492302,-79.449781,37.6316805,452319.0,1
2494457,-79.38003,37.7426955,452319.0,1
2496773,-79.162615,37.3999445,441310.0,3
2496783,-79.16816,37.401998,522291.0,1
2496838,-79.163929,37.3834195,423610.0,3
2499020,-79.9274135,37.304059,531130.0,2
2499085,-79.92504,37.257519,447110.0,12
2499085,-79.92504,37.257519,522320.0,12
2499085,-79.92504,37.257519,522390.0,12
2499086,-79.92504,37.257519,447110.0,4
2499086,-79.92504,37.257519,522320.0,4
2499086,-79.92504,37.257519,522390.0,4
2985410,-79.3273365,37.345683,323111.0,3
2985430,-79.4891185,37.350714,812210.0,8
2985456,-79.6341505,37.1680345,453110.0,7
2985457,-79.6341505,37.1680345,453110.0,3
2985555,-79.8000945,37.3846235,722511.0,101
2985635,-79.184786,37.3109685,333999.0,3
2985637,-79.174345,37.296099,812112.0,2
